Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
"the examples are best interpolated in the rest pose, before the SSD has been applied",background_claim,examples best interpolated rest pose ssd applied,examples best best interpolated interpolated rest rest pose pose ssd ssd applied,examples best interpolated best interpolated rest interpolated rest pose rest pose ssd pose ssd applied,0,0,,
the action of the SSD and any other deformations must be “inverted” in order to push the example compensation before these operations,background_claim,action ssd deformations inverted order push example compensation operations,action ssd ssd deformations deformations inverted inverted order order push push example example compensation compensation operations,action ssd deformations ssd deformations inverted deformations inverted order inverted order push order push example push example compensation example compensation operations,0,0,must,
SSD is the most representative in the family of basic skinning,background_claim,ssd representative family basic skinning,ssd representative representative family family basic basic skinning,ssd representative family representative family basic family basic skinning,0,0,,
this inverse strategy has a better performance than the same framework without it,own_claim,inverse strategy better performance framework,inverse strategy strategy better better performance performance framework,inverse strategy better strategy better performance better performance framework,0,0,,
this approach will improve the quality of deformation,own_claim,approach improve quality deformation,approach improve improve quality quality deformation,approach improve quality improve quality deformation,0,0,will,
they are seldom applied to interactive applications,background_claim,seldom applied interactive applications,seldom applied applied interactive interactive applications,seldom applied interactive applied interactive applications,0,0,,
the high cost of computing,data,high cost computing,high cost cost computing,high cost computing,0,0,,
complicated algorithms,data,complicated algorithms,complicated algorithms,,0,0,,
this category can generate more believable animation effects compared to its geometric counterpart,background_claim,category generate believable animation effects compared geometric counterpart,category generate generate believable believable animation animation effects effects compared compared geometric geometric counterpart,category generate believable generate believable animation believable animation effects animation effects compared effects compared geometric compared geometric counterpart,0,0,can,
Pose Space Deformation,background_claim,pose space deformation,pose space space deformation,pose space deformation,0,0,,
combines shape blending and Skeleton Subspace Deformation by formulating a scattered data interpolation problem over sculpted (or otherwise obtained) example poses,background_claim,combines shape blending skeleton subspace deformation formulating scattered data interpolation problem sculpted obtained example poses,combines shape shape blending blending skeleton skeleton subspace subspace deformation deformation formulating formulating scattered scattered data data interpolation interpolation problem problem sculpted sculpted obtained obtained example example poses,combines shape blending shape blending skeleton blending skeleton subspace skeleton subspace deformation subspace deformation formulating deformation formulating scattered formulating scattered data scattered data interpolation data interpolation problem interpolation problem sculpted problem sculpted obtained sculpted obtained example obtained example poses,0,0,,
[ 1 ],data,1,,,0,0,,
Related research efforts have improved the speed and power of example-based skinning,background_claim,related research efforts improved speed power example based skinning,related research research efforts efforts improved improved speed speed power power example example based based skinning,related research efforts research efforts improved efforts improved speed improved speed power speed power example power example based example based skinning,0,0,,
incorporate linear elements into RBF to produce constant changes between examples,background_claim,incorporate linear elements rbf produce constant changes examples,incorporate linear linear elements elements rbf rbf produce produce constant constant changes changes examples,incorporate linear elements linear elements rbf elements rbf produce rbf produce constant produce constant changes constant changes examples,0,0,,
[ 2 ],data,2,,,0,0,,
precompute principal components of the deformation influences for individual kinematic joints instead of storing displacements for key poses,background_claim,precompute principal components deformation influences individual kinematic joints instead storing displacements key poses,precompute principal principal components components deformation deformation influences influences individual individual kinematic kinematic joints joints instead instead storing storing displacements displacements key key poses,precompute principal components principal components deformation components deformation influences deformation influences individual influences individual kinematic individual kinematic joints kinematic joints instead joints instead storing instead storing displacements storing displacements key displacements key poses,0,0,,
enabling realtime rendering large nonlinear finite element models of human hands,background_claim,enabling realtime rendering large nonlinear finite element models human hands,enabling realtime realtime rendering rendering large large nonlinear nonlinear finite finite element element models models human human hands,enabling realtime rendering realtime rendering large rendering large nonlinear large nonlinear finite nonlinear finite element finite element models element models human models human hands,0,0,,
[ 3 ],data,3,,,0,0,,
introduce weighted pose space deformation for deforming realistic models of human hand,background_claim,introduce weighted pose space deformation deforming realistic models human hand,introduce weighted weighted pose pose space space deformation deformation deforming deforming realistic realistic models models human human hand,introduce weighted pose weighted pose space pose space deformation space deformation deforming deformation deforming realistic deforming realistic models realistic models human models human hand,0,0,,
[ 4 ],data,4,,,0,0,,
these example-based approaches can be considered as non-parametric skin deformation methods,background_claim,example based approaches considered non parametric skin deformation methods,example based based approaches approaches considered considered non non parametric parametric skin skin deformation deformation methods,example based approaches based approaches considered approaches considered non considered non parametric non parametric skin parametric skin deformation skin deformation methods,0,0,can,
identifies statistically relevant bones and approximates bone transforms from example mesh animations,background_claim,identifies statistically relevant bones approximates bone transforms example mesh animations,identifies statistically statistically relevant relevant bones bones approximates approximates bone bone transforms transforms example example mesh mesh animations,identifies statistically relevant statistically relevant bones relevant bones approximates bones approximates bone approximates bone transforms bone transforms example transforms example mesh example mesh animations,0,0,,
[ 5 ],data,5,,,0,0,,
these have also seen some development in recent years,background_claim,seen development recent years,seen development development recent recent years,seen development recent development recent years,0,0,,
[ 6 ],data,6,,,0,0,,
[ 7 ],data,7,,,0,0,,
are also common practices in the entertainment production,background_claim,common practices entertainment production,common practices practices entertainment entertainment production,common practices entertainment practices entertainment production,0,0,,
Skinning using free form lattices,background_claim,skinning free form lattices,skinning free free form form lattices,skinning free form free form lattices,0,0,,
NURBS curves,background_claim,nurbs curves,nurbs curves,,0,0,,
[ 10 ],data,10,,,0,0,,
[ 8 ],data,8,,,0,0,,
[ 9 ],data,9,,,0,0,,
the inverse operation can improve the results,own_claim,inverse operation improve results,inverse operation operation improve improve results,inverse operation improve operation improve results,0,0,can,
inverse operation is required,own_claim,inverse operation required,inverse operation operation required,inverse operation required,0,0,,
SSD is widely applied to interactive applications such as games and virtual reality,background_claim,ssd widely applied interactive applications games virtual reality,ssd widely widely applied applied interactive interactive applications applications games games virtual virtual reality,ssd widely applied widely applied interactive applied interactive applications interactive applications games applications games virtual games virtual reality,0,0,,
it is implemented in most commercial animation packages,background_claim,implemented commercial animation packages,implemented commercial commercial animation animation packages,implemented commercial animation commercial animation packages,0,0,,
its simplicity,data,simplicity,,,0,0,,
efficiency,data,efficiency,,,0,0,,
SSD is very popular in circumstances that require animating a number of characters in real time,background_claim,ssd popular circumstances require animating number characters real time,ssd popular popular circumstances circumstances require require animating animating number number characters characters real real time,ssd popular circumstances popular circumstances require circumstances require animating require animating number animating number characters number characters real characters real time,0,0,,
vertex transformations can be easily implemented in the graphic card,data,vertex transformations easily implemented graphic card,vertex transformations transformations easily easily implemented implemented graphic graphic card,vertex transformations easily transformations easily implemented easily implemented graphic implemented graphic card,0,0,can,
the domain of adjusting one vertex in this way is strictly limited to the linear subspace formed by the vertex as transformed by joints influencing this vertex,background_claim,domain adjusting vertex way strictly limited linear subspace formed vertex transformed joints influencing vertex,domain adjusting adjusting vertex vertex way way strictly strictly limited limited linear linear subspace subspace formed formed vertex vertex transformed transformed joints joints influencing influencing vertex,domain adjusting vertex adjusting vertex way vertex way strictly way strictly limited strictly limited linear limited linear subspace linear subspace formed subspace formed vertex formed vertex transformed vertex transformed joints transformed joints influencing joints influencing vertex,0,0,,
"When a character goes wrong in some pose, animators can adjust joint influence weights",background_claim,character goes wrong pose animators adjust joint influence weights,character goes goes wrong wrong pose pose animators animators adjust adjust joint joint influence influence weights,character goes wrong goes wrong pose wrong pose animators pose animators adjust animators adjust joint adjust joint influence joint influence weights,0,0,can,
SSD cannot synthesize many parts of a character skin involving complicated joint structures,background_claim,ssd synthesize parts character skin involving complicated joint structures,ssd synthesize synthesize parts parts character character skin skin involving involving complicated complicated joint joint structures,ssd synthesize parts synthesize parts character parts character skin character skin involving skin involving complicated involving complicated joint complicated joint structures,0,0,can,not
deforming is limited to a linear subspace,background_claim,deforming limited linear subspace,deforming limited limited linear linear subspace,deforming limited linear limited linear subspace,0,0,,
[ 1 ],data,1,,,0,0,,
a combination of SSD and shape blending providing nice solution to above mentioned problems,background_claim,combination ssd shape blending providing nice solution mentioned problems,combination ssd ssd shape shape blending blending providing providing nice nice solution solution mentioned mentioned problems,combination ssd shape ssd shape blending shape blending providing blending providing nice providing nice solution nice solution mentioned solution mentioned problems,0,0,,
[ 1 ],data,1,,,0,0,,
PSD and improved example-based schemes have been discussed in many publications,background_claim,psd improved example based schemes discussed publications,psd improved improved example example based based schemes schemes discussed discussed publications,psd improved example improved example based example based schemes based schemes discussed schemes discussed publications,0,0,,
[ 2 ],data,2,,,0,0,,
[ 3 ],data,3,,,0,0,,
[ 4 ],data,4,,,0,0,,
the reason why the inverse should be performed is still ambiguous,own_claim,reason inverse performed ambiguous,reason inverse inverse performed performed ambiguous,reason inverse performed inverse performed ambiguous,0,0,should,
inverting the SSD (and other deformations) in order to interpolate the examples in the rest pose is a the right choice,own_claim,inverting ssd deformations order interpolate examples rest pose right choice,inverting ssd ssd deformations deformations order order interpolate interpolate examples examples rest rest pose pose right right choice,inverting ssd deformations ssd deformations order deformations order interpolate order interpolate examples interpolate examples rest examples rest pose rest pose right pose right choice,0,0,,
it is an improvement,own_claim,improvement,,,0,0,,
the superiority of the inverse method,own_claim,superiority inverse method,superiority inverse inverse method,superiority inverse method,0,0,,
SSD −1 simply is the inverse transformation matrix generated by SSD,own_claim,ssd −1 simply inverse transformation matrix generated ssd,ssd −1 −1 simply simply inverse inverse transformation transformation matrix matrix generated generated ssd,ssd −1 simply −1 simply inverse simply inverse transformation inverse transformation matrix transformation matrix generated matrix generated ssd,0,0,,
SSD is a 3D transformation,data,ssd 3d transformation,ssd 3d 3d transformation,ssd 3d transformation,0,0,,
the inverse method is superior,own_claim,inverse method superior,inverse method method superior,inverse method superior,0,0,,
Taking the model in rest pose as an example is a common practice when applying shape interpolation,background_claim,taking model rest pose example common practice applying shape interpolation,taking model model rest rest pose pose example example common common practice practice applying applying shape shape interpolation,taking model rest model rest pose rest pose example pose example common example common practice common practice applying practice applying shape applying shape interpolation,0,0,,
interpolating effects from other examples should not change the original model in rest pose,background_claim,interpolating effects examples change original model rest pose,interpolating effects effects examples examples change change original original model model rest rest pose,interpolating effects examples effects examples change examples change original change original model original model rest model rest pose,0,1,should,not
"we have: ω 1x = φ 11 −1 d 1x + φ 12 −1 d 2x = φ 12 −1 d 2x ω 2x = φ 21 −1 d 1x + φ 22 −1 d 2x = φ 22 −1 d 2x = d 2x ω 1y = φ 11 −1 d 1y + φ 12 −1 d 2y = φ 12 −1 d 2y ω 2y = φ 21 −1 d 1y + φ 22 −1 d 2y = φ 22 −1 d 2y = d 2y where φ i −1 j is the (i, j)th element of Φ −1",own_claim,ω 1x = φ 11 −1 d 1x + φ 12 −1 d 2x = φ 12 −1 d 2x ω 2x = φ 21 −1 d 1x + φ 22 −1 d 2x = φ 22 −1 d 2x = d 2x ω 1y = φ 11 −1 d 1y + φ 12 −1 d 2y = φ 12 −1 d 2y ω 2y = φ 21 −1 d 1y + φ 22 −1 d 2y = φ 22 −1 d 2y = d 2y φ −1 j j)th element φ −1,ω 1x 1x = = φ φ 11 11 −1 −1 d d 1x 1x + + φ φ 12 12 −1 −1 d d 2x 2x = = φ φ 12 12 −1 −1 d d 2x 2x ω ω 2x 2x = = φ φ 21 21 −1 −1 d d 1x 1x + + φ φ 22 22 −1 −1 d d 2x 2x = = φ φ 22 22 −1 −1 d d 2x 2x = = d d 2x 2x ω ω 1y 1y = = φ φ 11 11 −1 −1 d d 1y 1y + + φ φ 12 12 −1 −1 d d 2y 2y = = φ φ 12 12 −1 −1 d d 2y 2y ω ω 2y 2y = = φ φ 21 21 −1 −1 d d 1y 1y + + φ φ 22 22 −1 −1 d d 2y 2y = = φ φ 22 22 −1 −1 d d 2y 2y = = d d 2y 2y φ φ −1 −1 j j j)th j)th element element φ φ −1,ω 1x = 1x = φ = φ 11 φ 11 −1 11 −1 d −1 d 1x d 1x + 1x + φ + φ 12 φ 12 −1 12 −1 d −1 d 2x d 2x = 2x = φ = φ 12 φ 12 −1 12 −1 d −1 d 2x d 2x ω 2x ω 2x ω 2x = 2x = φ = φ 21 φ 21 −1 21 −1 d −1 d 1x d 1x + 1x + φ + φ 22 φ 22 −1 22 −1 d −1 d 2x d 2x = 2x = φ = φ 22 φ 22 −1 22 −1 d −1 d 2x d 2x = 2x = d = d 2x d 2x ω 2x ω 1y ω 1y = 1y = φ = φ 11 φ 11 −1 11 −1 d −1 d 1y d 1y + 1y + φ + φ 12 φ 12 −1 12 −1 d −1 d 2y d 2y = 2y = φ = φ 12 φ 12 −1 12 −1 d −1 d 2y d 2y ω 2y ω 2y ω 2y = 2y = φ = φ 21 φ 21 −1 21 −1 d −1 d 1y d 1y + 1y + φ + φ 22 φ 22 −1 22 −1 d −1 d 2y d 2y = 2y = φ = φ 22 φ 22 −1 22 −1 d −1 d 2y d 2y = 2y = d = d 2y d 2y φ 2y φ −1 φ −1 j −1 j j)th j j)th element j)th element φ element φ −1,0,0,,
we simplify SSD as a rotation transformation ignoring other issues such as accumulating effects from the first joint,own_claim,simplify ssd rotation transformation ignoring issues accumulating effects joint,simplify ssd ssd rotation rotation transformation transformation ignoring ignoring issues issues accumulating accumulating effects effects joint,simplify ssd rotation ssd rotation transformation rotation transformation ignoring transformation ignoring issues ignoring issues accumulating issues accumulating effects accumulating effects joint,0,0,,
only the second joint is rotating,own_claim,second joint rotating,second joint joint rotating,second joint rotating,0,0,,
"in forward case, the direction of deformed vertex always keeps the same with the example cylinder",own_claim,forward case direction deformed vertex keeps example cylinder,forward case case direction direction deformed deformed vertex vertex keeps keeps example example cylinder,forward case direction case direction deformed direction deformed vertex deformed vertex keeps vertex keeps example keeps example cylinder,0,0,,
( figure 4 ),data,figure 4,figure 4,,0,0,,
"For inverse PSD however, that direction is changed along with the rotation of the joint",own_claim,inverse psd direction changed rotation joint,inverse psd psd direction direction changed changed rotation rotation joint,inverse psd direction psd direction changed direction changed rotation changed rotation joint,0,0,,
PSD is supposed to be a method as “local” correction,own_claim,psd supposed method local correction,psd supposed supposed method method local local correction,psd supposed method supposed method local method local correction,0,0,,
pose space should not be extended to a whole space that has to incorporate all influenced objects,own_claim,pose space extended space incorporate influenced objects,pose space space extended extended space space incorporate incorporate influenced influenced objects,pose space extended space extended space extended space incorporate space incorporate influenced incorporate influenced objects,0,1,should,not
a matter of experience,data,matter experience,matter experience,,0,0,,
large amount of unnecessary works of building examples will be required,own_claim,large unnecessary works building examples required,large unnecessary unnecessary works works building building examples examples required,large unnecessary works unnecessary works building works building examples building examples required,0,0,will,
the distance between different poses is also meaningless,own_claim,distance different poses meaningless,distance different different poses poses meaningless,distance different poses different poses meaningless,0,0,,
most of which have been implemented in most animation packages,background_claim,implemented animation packages,implemented animation animation packages,implemented animation packages,0,0,,
"in many circumstances, other deformation schemes will be adopted",background_claim,circumstances deformation schemes adopted,circumstances deformation deformation schemes schemes adopted,circumstances deformation schemes deformation schemes adopted,0,0,will,
[ 10 ],data,10,,,0,0,,
[ 9 ],data,9,,,0,0,,
we can deform the original character model from rest pose to another specific pose,own_claim,deform original character model rest pose specific pose,deform original original character character model model rest rest pose pose specific specific pose,deform original character original character model character model rest model rest pose rest pose specific pose specific pose,0,0,can,
One advantage of Powell’s classic method is that it does not need explicit computation of the function’s gradient,background_claim,advantage powell classic method need explicit computation function gradient,advantage powell powell classic classic method method need need explicit explicit computation computation function function gradient,advantage powell classic powell classic method classic method need method need explicit need explicit computation explicit computation function computation function gradient,0,1,,not
[ 12 ],data,12,,,0,0,,
Powell’s method is suitable,own_claim,powell method suitable,powell method method suitable,powell method suitable,0,0,,
"we are treating the skinning operations as a “black box”, their gradient is not available",data,treating skinning operations black box gradient available,treating skinning skinning operations operations black black box box gradient gradient available,treating skinning operations skinning operations black operations black box black box gradient box gradient available,0,1,,not
"after repeated cycles of M line minimizations on conjugate directions, the optimization will in due course converge to the minimum",background_claim,repeated cycles m line minimizations conjugate directions optimization course converge minimum,repeated cycles cycles m m line line minimizations minimizations conjugate conjugate directions directions optimization optimization course course converge converge minimum,repeated cycles m cycles m line m line minimizations line minimizations conjugate minimizations conjugate directions conjugate directions optimization directions optimization course optimization course converge course converge minimum,0,0,will,
[ 12 ],data,12,,,0,0,,
"If the SSD transformation in equation 1 is singular, some types of inverse PSD deformation will not be possible",own_claim,ssd transformation equation 1 singular types inverse psd deformation possible,ssd transformation transformation equation equation 1 1 singular singular types types inverse inverse psd psd deformation deformation possible,ssd transformation equation transformation equation 1 equation 1 singular 1 singular types singular types inverse types inverse psd inverse psd deformation psd deformation possible,0,1,will,not
any component of the desired deformation that lies in the null space of the SSD matrix will be ignored,data,component desired deformation lies null space ssd matrix ignored,component desired desired deformation deformation lies lies null null space space ssd ssd matrix matrix ignored,component desired deformation desired deformation lies deformation lies null lies null space null space ssd space ssd matrix ssd matrix ignored,0,0,will,
singular cases are rare,own_claim,singular cases rare,singular cases cases rare,singular cases rare,0,0,,
it is possible to handle these cases with a small rearrangement of the inverse PSD approach,own_claim,possible handle cases small rearrangement inverse psd approach,possible handle handle cases cases small small rearrangement rearrangement inverse inverse psd psd approach,possible handle cases handle cases small cases small rearrangement small rearrangement inverse rearrangement inverse psd inverse psd approach,0,0,,
"one example is a joint with 180 o rotation and equal 2 1 , 2 1 weights on the two joint frames, which is an unrealistic case of selfintersection",data,example joint 180 o rotation equal 2 1 2 1 weights joint frames unrealistic case selfintersection,example joint joint 180 180 o o rotation rotation equal equal 2 2 1 1 2 2 1 1 weights weights joint joint frames frames unrealistic unrealistic case case selfintersection,example joint 180 joint 180 o 180 o rotation o rotation equal rotation equal 2 equal 2 1 2 1 2 1 2 1 2 1 weights 1 weights joint weights joint frames joint frames unrealistic frames unrealistic case unrealistic case selfintersection,0,0,,
it will be generally be zero,own_claim,generally zero,generally zero,,0,0,will,
w i is being minimized,data,w minimized,w minimized,,0,0,,
will be non-zero only if it is not possible to obtain the desired deformation v i using SKINNING i (v r + d i ),own_claim,non zero possible obtain desired deformation v skinning v r + d,non zero zero possible possible obtain obtain desired desired deformation deformation v v skinning skinning v v r r + + d,non zero possible zero possible obtain possible obtain desired obtain desired deformation desired deformation v deformation v skinning v skinning v skinning v r v r + r + d,0,1,will,not
Inverse skinning integrates SSD and shape interpolation more firmly than its forward rival.,own_claim,inverse skinning integrates ssd shape interpolation firmly forward rival,inverse skinning skinning integrates integrates ssd ssd shape shape interpolation interpolation firmly firmly forward forward rival,inverse skinning integrates skinning integrates ssd integrates ssd shape ssd shape interpolation shape interpolation firmly interpolation firmly forward firmly forward rival,0,0,,
the inverse approach presents better performance and more consistent interpolation,own_claim,inverse approach presents better performance consistent interpolation,inverse approach approach presents presents better better performance performance consistent consistent interpolation,inverse approach presents approach presents better presents better performance better performance consistent performance consistent interpolation,0,0,,
Figure 7 to Figure 10,data,figure 7 figure 10,figure 7 7 figure figure 10,figure 7 figure 7 figure 10,0,0,,
"the direction of deformed vertex in inverse skinning is linearly proportional to joint rotations in a simplified example, while the forward PSD does not incorporate the direction information",own_claim,direction deformed vertex inverse skinning linearly proportional joint rotations simplified example forward psd incorporate direction information,direction deformed deformed vertex vertex inverse inverse skinning skinning linearly linearly proportional proportional joint joint rotations rotations simplified simplified example example forward forward psd psd incorporate incorporate direction direction information,direction deformed vertex deformed vertex inverse vertex inverse skinning inverse skinning linearly skinning linearly proportional linearly proportional joint proportional joint rotations joint rotations simplified rotations simplified example simplified example forward example forward psd forward psd incorporate psd incorporate direction incorporate direction information,0,1,,not
the minimizing process will introduce more cost,own_claim,minimizing process introduce cost,minimizing process process introduce introduce cost,minimizing process introduce process introduce cost,0,0,will,
The cost of the inverse operation is not critical,own_claim,cost inverse operation critical,cost inverse inverse operation operation critical,cost inverse operation inverse operation critical,0,1,,not
it is a one time “setup” cost,own_claim,time setup cost,time setup setup cost,time setup cost,0,0,,
the compute time is insignificant compared to the human time required to sculpt the desired deformations,own_claim,compute time insignificant compared human time required sculpt desired deformations,compute time time insignificant insignificant compared compared human human time time required required sculpt sculpt desired desired deformations,compute time insignificant time insignificant compared insignificant compared human compared human time human time required time required sculpt required sculpt desired sculpt desired deformations,0,0,,
a frame goes wrong,data,frame goes wrong,frame goes goes wrong,frame goes wrong,0,0,,
physical principles,data,physical principles,physical principles,,0,0,,
the model is very detailed,data,model detailed,model detailed,,0,0,,
playback of animation becomes quite heavy and time consuming,data,playback animation heavy time consuming,playback animation animation heavy heavy time time consuming,playback animation heavy animation heavy time heavy time consuming,0,0,,
For those applications that require visual fidelity,background_claim,applications require visual fidelity,applications require require visual visual fidelity,applications require visual require visual fidelity,0,0,,
SSD serves only as a basic framework,background_claim,ssd serves basic framework,ssd serves serves basic basic framework,ssd serves basic serves basic framework,0,0,,
PSD smoothly interpolates these meshes in pose space and produces visually attractive animations,background_claim,psd smoothly interpolates meshes pose space produces visually attractive animations,psd smoothly smoothly interpolates interpolates meshes meshes pose pose space space produces produces visually visually attractive attractive animations,psd smoothly interpolates smoothly interpolates meshes interpolates meshes pose meshes pose space pose space produces space produces visually produces visually attractive visually attractive animations,0,0,,
"Besides SSD, other skinning approaches",background_claim,ssd skinning approaches,ssd skinning skinning approaches,ssd skinning approaches,0,0,,
can also be applied,background_claim,applied,,,0,0,can,
rigid skinning,data,rigid skinning,rigid skinning,,0,0,,
Free Form Deformation,data,free form deformation,free form form deformation,free form deformation,0,0,,
physical modelling and animation is another field providing realistic character simulations,background_claim,physical modelling animation field providing realistic character simulations,physical modelling modelling animation animation field field providing providing realistic realistic character character simulations,physical modelling animation modelling animation field animation field providing field providing realistic providing realistic character realistic character simulations,0,0,,
Simpler parametric skinning approaches (of which SSD is the prototype) have a fixed number of parameters,background_claim,simpler parametric skinning approaches ssd prototype fixed number parameters,simpler parametric parametric skinning skinning approaches approaches ssd ssd prototype prototype fixed fixed number number parameters,simpler parametric skinning parametric skinning approaches skinning approaches ssd approaches ssd prototype ssd prototype fixed prototype fixed number fixed number parameters,0,0,,
the direction of deformed vertices from inverse skinning is a linear function of joint rotation,own_claim,direction deformed vertices inverse skinning linear function joint rotation,direction deformed deformed vertices vertices inverse inverse skinning skinning linear linear function function joint joint rotation,direction deformed vertices deformed vertices inverse vertices inverse skinning inverse skinning linear skinning linear function linear function joint function joint rotation,0,0,,
"in the forward approach, that direction is kept as a constant",own_claim,forward approach direction kept constant,forward approach approach direction direction kept kept constant,forward approach direction approach direction kept direction kept constant,0,0,,
propose a unified framework which can be implemented on high-end commercial packages while allowing any proprietary skinning operators to be incorporated,own_claim,propose unified framework implemented high end commercial packages allowing proprietary skinning operators incorporated,propose unified unified framework framework implemented implemented high high end end commercial commercial packages packages allowing allowing proprietary proprietary skinning skinning operators operators incorporated,propose unified framework unified framework implemented framework implemented high implemented high end high end commercial end commercial packages commercial packages allowing packages allowing proprietary allowing proprietary skinning proprietary skinning operators skinning operators incorporated,0,0,can,
Skeleton Subspace Deformation (SSD) is a basic algorithm that is used to define how the character surface deforms following movements of its underlying skeletons,background_claim,skeleton subspace deformation ssd basic algorithm define character surface deforms following movements underlying skeletons,skeleton subspace subspace deformation deformation ssd ssd basic basic algorithm algorithm define define character character surface surface deforms deforms following following movements movements underlying underlying skeletons,skeleton subspace deformation subspace deformation ssd deformation ssd basic ssd basic algorithm basic algorithm define algorithm define character define character surface character surface deforms surface deforms following deforms following movements following movements underlying movements underlying skeletons,0,0,,
[ 11 ],data,11,,,0,0,,
SSD is adopted to define this relation,data,ssd adopted define relation,ssd adopted adopted define define relation,ssd adopted define adopted define relation,0,0,,
"each vertex or control point of the character surface is provided with a list of joints, that will influence it, along with the weight indicating the amount of influence",background_claim,vertex control point character surface provided list joints influence weight indicating influence,vertex control control point point character character surface surface provided provided list list joints joints influence influence weight weight indicating indicating influence,vertex control point control point character point character surface character surface provided surface provided list provided list joints list joints influence joints influence weight influence weight indicating weight indicating influence,0,0,will,
the position of a vertex in the animated pose is the result of weighted linear blending of its transformation by each associated joint,background_claim,position vertex animated pose result weighted linear blending transformation associated joint,position vertex vertex animated animated pose pose result result weighted weighted linear linear blending blending transformation transformation associated associated joint,position vertex animated vertex animated pose animated pose result pose result weighted result weighted linear weighted linear blending linear blending transformation blending transformation associated transformation associated joint,0,0,,
the character is animated,data,character animated,character animated,,0,0,,
The famous SSD problem of “collapsed elbow”,background_claim,famous ssd problem collapsed elbow,famous ssd ssd problem problem collapsed collapsed elbow,famous ssd problem ssd problem collapsed problem collapsed elbow,0,0,,
sculpted in N example poses,data,sculpted n example poses,sculpted n n example example poses,sculpted n example n example poses,0,0,,
a vertex v,data,vertex v,vertex v,,0,0,,
